13034	データ フレーム リスト 列 小数点 以下 桁 丸める	df[aList].round(n)
13035	散布 図 マーカー 使用 する	plt.plot(xdata, ydata, marker='^')
13036	オプション インディゴ 色 用いる	color = 'indigo'
13037	文字 列 中 ひとつ 非 アルファベット 含ま れる 調べる	any(not c.isalpha() for c in s)
13038	オプション 改行 コード 動作 環境 依存 設定 する	newline = None
13039	文字 列 開始 位置 後 部分 文字 列 ある	s.find(sub, start) != -1
13040	実数 アーク コサイン	math.acos(x)
13041	レモン シフォン 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='lemonchiffon')
13042	文字 列 示す 文字 コード 用い ファイル 開く	open(filepath, encoding=s)
13043	文字 列 最後 部分 文字 列 分け た 時 後半 文字 列	s.rpartition(sub)[-1]
13044	配列 等量 ビン 数 ビン 分割 する	pd.qcut(aArray, n)
13045	緑色 変数 表示 する	print(f'\033[32m{value}\033[0m')
13046	二つ データ フレーム 異なる 列 キー し 内部 結合 する	pd.merge(df, df2, left_on=column, right_on=column2, how='inner')
13047	つ 文字 列 タブ 区切っ 表示 する	print(value, value2, sep='\t')
13048	最大 値 最小 値 整数 乱数 生成 する	random.randint(最小値, 最大値)
13049	双方向 キュー 空	len(deq) == 0
13050	ゴースト ホワイト 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='ghostwhite')
13051	小数点 以下 桁 プリント する	print(':.1f'.format(x))
13052	コマンド 第 二 引数 知る	sys.argv[1]
13053	カラー コード ダイアモンドマーカー 散布 図 使う	plt.plot(xdata, ydata, marker='D', c=rgb)
13054	実数 自然 対数	math.log(x)
13055	印字 できる 文字 見る	string.printable
13056	円周 率 使う	math.pi
13057	本日 曜日 整数 求める	datetime.datetime.today().weekday()
13058	オプション ライム 使う	color = 'lime'
13059	文字 列 後ろ 見る	s[-1]
13060	ヒストグラム 描画 し その 色 ゲインズボロ 設定 する	plt.hist(データ列, color='gainsboro')
13061	ひとつ 非 大文字 文字 列 中 ある	any(not c.isupper() for c in s)
13062	折れ線 グラフ 星 マーカー 緑色 する	plt.plot(データ列, データ列2, marker='*', markerfacecolor='g')
13063	データ フレーム リスト 列 空文字 変換 し ドロップ する	df[aList].replace('', np.nan).dropna()
13064	ヒストグラム 色 紺碧 変更 する	plt.hist(データ列, color='azure')
13065	ヒストグラム 色 ゲインズボロ 設定 する	plt.hist(データ列, color='gainsboro')
13066	文字 列 中 部分 文字 列 カウント する	s.count(sub)
13067	小数点 数 進 対数	math.log2(x)
13068	オプション ダークオーキッド 使う	color = 'darkorchid'
13069	散布 図 マーカー 描画 する	plt.plot(xdata, ydata, marker='^')
13070	ヒストグラム 描画 し その 色 シルバー 設定 する	plt.hist(データ列, color='silver')
13071	リスト リスト 散布 図 カラー コード 三角 マーカー 描画 する	plt.plot(xdata, ydata, marker='^', c=rgb)
13072	赤色 色 差別 ない 折れ線 グラフ 描画 する	plt.plot(xdata, ydata, linestyle='colorblind', color='r')
13073	ヒストグラム 描画 し その 色 ドジャーブルー 設定 する	plt.hist(データ列, color='dodgerblue')
13074	折れ線 グラフ 描画 し その 色 ネイビー 設定 する	plt.plot(データ列, データ列2, color='navy')
13075	データ 列 日付 データ 変換 し データ フレーム インデックス する	df.index = pd.DatetimeIndex(pd.to_datetime(ds))
13076	ヒストグラム 描画 し その 色 ペールグリーン 設定 する	plt.hist(データ列, color='palegreen')
13077	折れ線 グラフ 描画 し 色 濃い シアン 設定 する	plt.plot(データ列, データ列2, color='darkcyan')
13078	時間 イン ポート する	import time
13079	ヒストグラム 描画 し その 色 グリーン イエロー 変更 する	plt.hist(データ列, color='greenyellow')
13080	実数 文字 列 変換 する	str(x)
13081	全 要素 初期 化 し た 符号 なし ビット 整数 型 行列	np.zeros(行数, 列数, dtype=np.uint8)
13082	イテラブル リスト 散布 図 描画 し マーカー する	plt.plot(xdata, ydata, marker='v')
13083	リスト データ 列 濃い グラフ 描き その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='deep', linewidth=n)
13084	ヒストグラム 描画 し その 色 ビスク 変更 する	plt.hist(データ列, color='bisque')
13085	テンプレート タプル フォーマット する	formatText.format_map(aDict)
13086	オプション パパイヤウィップ 色 設定 する	color = 'papayawhip'
13087	折れ線 グラフ 色 ダークオーキッド 設定 する	plt.plot(データ列, データ列2, color='darkorchid')
13088	オプション フォレストグリーン 用いる	color = 'forestgreen'
13089	文字 列 フォーマット し 日付 時刻 データ 文字 列 する	"aDatetime.strftime(""%d/%m/%y"")"
13090	改行 せ ず 二つ 数値 プリント する	print(value, value2, end='')
13091	縦 方向 データ フレーム つなぐ	pd.concat([df, df2])
13092	パレットトルコイズ 色 ヒストグラム 描画 する	plt.hist(データ列, color='paleturquoise')
13093	最初 部分 文字 列 文字 列 分割 し た とき 前半 文字 列 取り出す	s.partition(sub)[0]
13094	分子 分母 有理数 生成 する	fractions.Fraction(分子, 分母)
13095	折れ線 グラフ 描画 し その 色 ライトグリーン 設定 する	plt.plot(データ列, データ列2, color='lightseagreen')
13096	配列 個 ランダム 選ぶ	random.choices(iterable, k=n)
13097	棒グラフ 描画 し 中央 寄せ する	plt.bar(ラベル列, データ列, align='center')
13098	オプション インデックス 自動的 な 連 番 設定 する	index_col = None
13099	オプション グラフ 色 暗い 赤 設定 する	color = 'darkred'
13100	データ フレーム 指定 さ れ た 列 取り出す	df[[column, column2]]
13101	データ フレーム 重複 する データ ドロップ し インプレイス する	df.drop_duplicates(inplace=True)
13102	折れ線 グラフ 描画 し 色 コーンズシルク 変更 する	plt.plot(データ列, データ列2, color='cornsilk')
13103	文字 列 中央 寄せ する	s.center(文字列幅)
13104	日付 データ 日 分 減算 する	aDate - datetime.timedelta(days=n)
13105	散布 図 黒い 三角 マーカー 使う	plt.plot(xdata, ydata, marker='^', c='k')
13106	ヒストグラム 描画 し 色 ダークシアグリーン 設定 する	plt.hist(データ列, color='darkseagreen')
13107	データ フレーム 列 ユニーク な 値 抽出 し リスト 化 する	df[col].unique().tolist()
13108	オブジェクト 整数 クラス 確認 する	isinstance(obj, int)
13109	データ フレーム カラム 平均	df[col].mean()
13110	リスト リスト 展開 する	aList.extend(aList2)
13111	リスト リスト 散布 図 カラー コード 下 三角 マーカー 描画 する	plt.plot(xdata, ydata, marker='v', c=rgb)
13112	真 なる 列 要素	itertools.takewhile(predicateFunc, iterable)
13113	折れ線 グラフ 下 三角 マーカー 線 幅 変更 する	plt.plot(データ列, データ列2, marker='v', markeredgewidth=n)
13114	変数 数式 積分 行う	sympy.integrate(e, z)
13115	プロット 色調 淡く する	sns.set(pallete='muted')
13116	データ 列 イン ポート する	import pandas as pd
13117	無限 大	math.inf
13118	イテラブル リスト 黒色 淡い グラフ 描画 する	plt.plot(xdata, ydata, linestyle='muted', color='k')
13119	ファイル 付き オープン する	open(filepath, encoding='utf_8_sig')
13120	データ フレーム リスト 列 正規 分布 どの 程度 尖っ いる 見る	df[aList].skew()
13121	オプション ダーク オレンジ 色 使う	color = 'darkorange'
13122	折れ線 グラフ 描画 し その 色 ローン グリーン 設定 する	plt.plot(データ列, データ列2, color='lawngreen')
13123	シーケンス カウント し カウンタ 更新 する	aCounter.update(iterable)
13124	行列 行列 式	np.linalg.det(aArray)
13125	組 引数 展開 し 出力 する	print(*aTuple)
13126	線 グラフ 色 ライム 設定 する	plt.plot(データ列, データ列2, color='lime')
13127	リスト 中 文字 列 最初 見つかる 場所	aList.index(element)
13128	赤い マーカー 散布 図 描画 する	plt.plot(xdata, ydata, marker='v', c='r')
13129	リスト リスト 散布 図 描画 し 左 三 角 マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='<', c=rgb)
13130	小数点 以下 表示 精度 桁 増やす	pd.set_option('precision', n)
13131	標準 エラー 得る	sys.stderr
13132	オプション ダーク グレー 使う	color = 'darkgrey'
13133	データ フレーム 列 グループ 化 する	df.groupby('A')
13134	オプション シアン グラフ 色 指定 する	color = 'cyan'
13135	ヒストグラム 描画 し 色 ダーク グリーン 設定 する	plt.hist(データ列, color='darkgreen')
13136	データ フレーム カテゴリ データ 列 抽出 する	df.select_dtypes('object')
13137	文字 列 開始 位置 終了 位置 間 部分 文字 列 含ま れる どう 確認 する	s.find(sub, start, end) != -1
13138	文字 列 バイト 配列 変換 する	bytearray(s)
13139	年 月 日 日付 変換 する	datetime.date(year=year, month=month, day=day)
13140	かけ た 値 する	n *= n2
13141	折れ線 グラフ 下 三角 マーカー 青く する	plt.plot(データ列, データ列2, marker='v', markerfacecolor='b')
13142	フローラルホワイト 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='floralwhite')
13143	文字 列 部分 文字 列 分割 し 列挙 する	s.split(sub)
13144	ヒストグラム 描画 し 色 インディアン レッド 設定 する	plt.hist(データ列, color='indianred')
13145	オプション ミント クリーム 色 使う	color = 'mintcream'
13146	データ フレーム カテゴリ データ 列 名 列挙 する	df.select_dtypes('object').columns
13147	赤色 バツ マーカー 散布 図 描画 する	plt.plot(xdata, ydata, marker='x', c='r')
13148	リスト 末尾 値 取り出す	aList.pop()
13149	ヒストグラム 描画 し その 色 ライトスチールブルー セット する	plt.hist(データ列, color='lightsteelblue')
13150	オプション パウダー ブルー 色 使う	color = 'powderblue'
13151	文字 列 部分 文字 列 二分 し 前半 文字 列 求める	s.partition(sub)[0]
13152	折れ線 グラフ 描画 し マーカー 左 三 角 印 する	plt.plot(データ列, データ列2, marker='<')
13153	データ フレーム 行 目 消す	df.drop(n, axis=0)
13154	データ 列 どの 程度 分散 し いる 確認 する	ds.var()
13155	ファイル 文字 列 書き込む	f.write(s)
13156	空白 文字 全て 使う	string.whitespace
13157	データ フレーム カラム 欠損 値 増やす	df[col].fillna(x)
13158	データ フレーム 母 標準 偏差	df.std(ddof=0)
13159	データ フレーム 二つ 列 昇順 ソート し 更新 する	df.sort_values(by=['A', 'B'], ascending=True, inplace=True)
13160	カウンタ 多い 順 列挙 する	aCounter.most_common()
13161	辞書 エントリ 数	len(aDict)
13162	リスト データ 列 青色 明るい 描く	plt.plot(xdata, ydata, linestyle='bright', color='b')
13163	オプション ペルー 用いる	color = 'peru'
13164	折れ線 グラフ 色 ライト グレー 変更 する	plt.plot(データ列, データ列2, color='lightgray')
13165	タイムスタンプデータ 何 分 知る	aDatetime.minute
13166	ヒストグラム 描画 し その 色 ミディアムパープル 変更 する	plt.hist(データ列, color='mediumpurple')
13167	第 コマンド 引数	sys.argv[1]
13168	異なる 列 キー 二つ データ フレーム 結合 する	pd.merge(df, df2, left_on='A', right_on='B')
13169	配列 リスト 破線 描画 し その 色 淡い 設定 する	plt.plot(xdata, ydata, linestyle='dash', color='muted')
13170	データ 列 リスト 散布 図 描き 色 色 差別 ない 設定 する	plt.plot(xdata, ydata, c='colorblind')
13171	リスト リスト 散布 図 赤い 丸 マーカー 描画 する	plt.plot(xdata, ydata, marker='o', c='r')
13172	プラス 算出 する	n + n2
13173	部分 文字 列 文字 列 終了 位置 前 含ま れる	s.find(sub, 0, end) != -1
13174	散布 図 右 三 角 マーカー 用いる	plt.plot(xdata, ydata, marker='>')
13175	標準 入力 行 読む	sys.stdin.readline()
13176	タプル 最初 オブジェクト 探す	aTuple.index(element)
13177	実数 正弦 逆数	math.asin(x)
13178	折れ線 グラフ 描画 し 色 スチール ブルー 設定 する	plt.plot(データ列, データ列2, color='steelblue')
13179	ヒストグラム 色 オールド レース 変更 する	plt.hist(データ列, color='oldlace')
13180	エポック 秒 文字 列 日付 データ 変換 する	pd.to_datetime(s, unit='s', utc=True)
13181	オプション 線 種 点線 変更 する	linestyle = 'dotted'
13182	列 と列 キー 二つ データ フレーム 右 結合 する	pd.merge(df, df2, left_on=column, right_on=column2, how='right')
13183	点線 ヒストグラム 線 スタイル 設定 する	plt.hist(データ列, linestyle='dotted')
13184	データ フレーム 欠損 値 ある 箇所 色 つける	df.style.highlight_null()
13185	折れ線 グラフ 描画 し その 色 ペールグリーン 指定 する	plt.plot(データ列, データ列2, color='palegreen')
13186	オプション 文字 コード 付き 設定 する	encoding = 'utf_8_sig'
13187	オプション 読み込み モード 設定 する	mode = 'r'
13188	数列 リスト カラー コード 色 差別 ない グラフ 描く	plt.plot(xdata, ydata, linestyle='colorblind', color=rgb)
13189	実数 乗 する	x ** 2
13190	破壊 的 列 列 データ フレーム ソート する	df.sort_values(by=['A', 'B'], inplace=True)
13191	日付 データ 日 分 減らす	aDate - datetime.timedelta(days=n)
13192	折れ線 グラフ 印 下 三角 する	plt.plot(データ列, データ列2, marker='v')
13193	リスト リスト 追加 する	aList.extend(aList2)
13194	データ フレーム 各 列 毎 グループ 分け し 列 最小 値 求める	df.groupby(column)[column2].min()
13195	散布 図 カラー コード マーカー 用いる	plt.plot(xdata, ydata, marker='v', c=rgb)
13196	データ フレーム 列 中 文字 列 文字 列 ある どう	df[col].isin([value, value2])
13197	ヒストグラム 描画 し その 色 貝殻 設定 する	plt.hist(データ列, color='seashell')
13198	二つ 辞書 ネスト 化 する	collections.ChainMap(aDict, aDict2)
13199	オプション グラフ 色 リネン する	color = 'linen'
13200	オプション ミディアムブルー グラフ 色 設定 する	color = 'mediumblue'
13201	浮動 小数点 数 変換 する	float(x)
13202	線 グラフ 描画 し その 色 スカイ ブルー 設定 する	plt.plot(データ列, データ列2, color='skyblue')
13203	オプション シーグリーン グラフ 色 変更 する	color = 'seagreen'
13204	折れ線 グラフ 青い 三角 マーカー 描画 する	plt.plot(データ列, データ列2, marker='^', markerfacecolor='b')
13205	折れ線 グラフ 描画 し その 色 ホワイト 設定 する	plt.plot(データ列, データ列2, color='white')
13206	ヒストグラム 描画 し 色 ミディアムスプリンググリーン 設定 する	plt.hist(データ列, color='mediumspringgreen')
13207	オプション 読み込み モード 使用 する	mode = 'r'
13208	リスト データ 列 色 差別 ない 折れ線 グラフ 描画 し 線 幅 変更 する	plt.plot(xdata, ydata, linestyle='colorblind', linewidth=n)
13209	データ フレーム 中 列 重複 ある 調べる	df.duplicated(subset=column)
13210	ライト サーモン 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='lightsalmon')
13211	オプション グラフ 色 ナバホホワイト する	color = 'navajowhite'
13212	ブルー バイオレット ヒストグラム 色 設定 する	plt.hist(データ列, color='blueviolet')
13213	ヒストグラム 色 フローラルホワイト 設定 する	plt.hist(データ列, color='floralwhite')
13214	文字 列 平仮名	('ぁ' <= ch <= 'ん')
13215	ヒストグラム 色 チョコレート 設定 する	plt.hist(データ列, color='chocolate')
13216	赤色 明るい 折れ線 グラフ 描く	plt.plot(xdata, ydata, linestyle='bright', color='r')
13217	データ フレーム 列 少ない 行 抽出 する	df[df[column] < x]
13218	データ フレーム 列 文字 列 文字 列 始まら ない データ 抽出 する	df[not df[column].str.startswith(s)]
13219	間隔 無限 カウントアップ する	itertools.count(start=n, step=step)
13220	オブジェクト ハッシュ 値	hash(obj)
13221	ファイル データ フレーム 読み込む	pd.read_csv(filename, sep='\t', encoding='utf-8')
13222	数値 浮動 小数点 数 変換 する	float(e)
13223	オブジェクト プロパティ 値 値 設定 する	setattr(obj, プロパティ名, 値)
13224	自然 数	math.lcm(n, n2)
13225	行列 行 ごと 標準 偏差 計算 する	np.std(aArray, axis=1)
13226	ヒストグラム 色 ラベンダー 指定 する	plt.hist(データ列, color='lavender')
13227	データ フレーム 列 つ 選択 する	df[[column, column2, column3]]
13228	ヒストグラム 描画 し その 色 フォレストグリーン 変更 する	plt.hist(データ列, color='forestgreen')
13229	イテラブル 組み合わせ 得る	itertools.combinations(iterable, n)
13230	リスト 文字 列 リスト 変換 し 部分 文字 列 連結 する	sub.join(map(str, iterable))
13231	符号 付き 整数 最大 値 調べる	sys.maxsize
13232	両端 キュー 空 する	deq.clear()
13233	黒い マーカー 散布 図 使う	plt.plot(xdata, ydata, marker='v', c='k')
13234	ヒストグラム 描画 し その 色 ベージュ 変更 する	plt.hist(データ列, color='beige')
13235	線 グラフ 色 ブルー バイオレット 設定 する	plt.plot(データ列, データ列2, color='blueviolet')
13236	折れ線 グラフ 黒い 右 三 角 印 描画 する	plt.plot(データ列, データ列2, marker='>', markerfacecolor='k')
13237	データ フレーム どの 値 頻出 見る	df.mode()
13238	プロット 目的 画面 設定 する	sns.set(context='notebook')
13239	ヒストグラム 描画 し 正規 化 する	plt.hist(データ列, density=True)
13240	データ 列 リスト 折れ線 グラフ 描い 色 文字 列 設定 する	plt.plot(xdata, ydata, color=s)
13241	年 月 日 時 分 日付 時刻 変換 する	datetime.datetime(year=year, month=month, day=day, hour=hour, minute=minute)
13242	文字 列 両端 空白 改行 除く	s.strip()
13243	データ 列 中 いくつ 欠損 値 ある 数える	ds.isna().sum()
13244	リスト リスト パステル 調 色 折れ線 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linewidth=n, color='pastel')
13245	折れ線 グラフ 描画 し その 色 ライト グレー 設定 する	plt.plot(データ列, データ列2, color='lightgrey')
13246	ホット ピンク ヒストグラム 色 変更 する	plt.hist(データ列, color='hotpink')
13247	データ フレーム 重複 し た データ ドロップ し 更新 する	df.drop_duplicates(inplace=True)
13248	真	True
13249	リスト リスト 黒い 色 差別 ない グラフ 描画 する	plt.plot(xdata, ydata, linestyle='colorblind', color='k')
13250	データ フレーム どの 程度 分散 し いる 見る	df.var()
13251	オプション 丸 印 使う	marker = 'o'
13252	年 月 日 時 日付 時刻	datetime.datetime(year=year, month=month, day=day, hour=hour)
13253	データ フレーム 各 列 毎 グループ 分け し 列 合計 算出 する	df.groupby(column)[column2].sum()
13254	データ フレーム 列 文字 列 含ま れ ない 行 取り出す	df[not df[column].str.contains(s)]
13255	配列 ビン 数 ビン 分割 する	pd.cut(aArray, n)
13256	データ 列 文字 列 長 列 使う	ds.str.len()
13257	イテラブル リスト 散布 図 赤色 左 三 角 マーカー 描く	plt.plot(xdata, ydata, marker='<', c='r')
13258	符号 付き 長 さ バイト 列 変換 する	n.to_bytes(length=bytesize, byteorder='big', signed=True)
13259	オプション 紺 グラフ 色 セット する	color = 'darkblue'
13260	集合 組 変換 する	tuple(aSet)
13261	折れ線 グラフ 描画 し その 色 ミディアムバイオレットレッド 変更 する	plt.plot(データ列, データ列2, color='mediumvioletred')
13262	文字 列 部分 文字 列 二つ 区切っ 後半 文字 列 使う	s.partition(sub)[-1]
13263	オプション リネン 使用 する	color = 'linen'
13264	数 十 六 進 表記 文字 列 変換 する	x.hex()
13265	数列 配列 明るい グラフ 描画 し その 色 黒く する	plt.plot(xdata, ydata, linestyle='bright', color='k')
13266	第 一 引数 指定 し た ファイル 名	sys.argv[1]
13267	折れ線 グラフ 大 バツ マーカー 使う	plt.plot(データ列, データ列2, marker='X')
13268	実行 時 標準 出力 出力 先 ターミナル	os.isatty(sys.stdin.fileno())
13269	リスト 番目 以降 部分 取り出す	aList[n:]
13270	オプション モカシン グラフ 色 設定 する	color = 'moccasin'
13271	折れ線 グラフ バツ マーカー 赤く する	plt.plot(データ列, データ列2, marker='x', markerfacecolor='r')
13272	二つ 文字 列 大文字 小文字 無視 し 比較 する	s.casefold() < s2.casefold()
13273	表 データ 列 値 グループ 化 し 列挙 する	[(name, group) for name, group in df.groupby(column)]
13274	モジュール 検索 する パス ディレクトリ 追加 する	sys.path.append(dir)
13275	紺碧 色 ヒストグラム 描画 する	plt.hist(データ列, color='azure')
13276	オプション ビスク 色 用いる	color = 'bisque'
13277	データ 列 各 値 出現 回数	ds.value_counts()
13278	全 進 数字	string.octdigits
13279	ベクトル 列 ごと 平均	np.mean(aArray, axis=0)
13280	実数 乗	pow(x, n)
13281	三 変数 最大 値	max(x, y, z)
13282	リスト データ 列 散布 図 カラー コード 星 マーカー 描画 する	plt.plot(xdata, ydata, marker='*', c=rgb)
13283	ラベル付け し データ 列 配列 折れ線 グラフ プロット する	plt.plot(xdata, ydata, label=untitled)
13284	文字 列 平仮名 どう 調べる	('ぁ' <= ch <= 'ん')
13285	折れ線 グラフ 描画 し その 色 アイボリー する	plt.plot(データ列, データ列2, color='ivory')
13286	データ フレーム 列 グループ 化 し 要約 統計 量 求める	df.groupby(column).describe()
13287	配列 配列 相関 可視 化 する	plt.scatter(xdata, ydata)
13288	タイムスタンプデータ 火曜日 調べる	aDatetime.weekday() == 1
13289	リスト リスト 散布 図 淡い 色 用い 描画 する	plt.plot(xdata, ydata, c='muted')
13290	文字 文字 コード 変換 する	ord(ch)
13291	リスト データ 列 黒い 暗い グラフ 描く	plt.plot(xdata, ydata, linestyle='dark', color='k')
13292	オプション グラフ 色 青 指定 する	color = 'blue'
13293	列 種類	df.info()
13294	文字 列 終了 位置 前 部分 文字 列 含ま れ ない 調べる	s.find(sub, 0, end) == -1
13295	配列 配列 散布 図 菱形 マーカー 描く	plt.plot(xdata, ydata, marker='D')
13296	整数 分の する	n //= n2
13297	日付 時刻 データ 秒	aDatetime.second
13298	データ フレーム 中 列 と列 重複 あれ ドロップ する	df.drop_duplicates(subset=column)
13299	折れ線 グラフ 色 ミディアムスプリンググリーン 設定 する	plt.plot(データ列, データ列2, color='mediumspringgreen')
13300	カウンタ 同士 ユニオン 演算 する	aCounter | aCounter2
13301	線 グラフ 描画 し その 色 青 設定 する	plt.plot(データ列, データ列2, color='blue')
13302	オプション ヘッダ 自動的 な 連 番 指定 する	header = None
13303	八 進 文字 列 バイト バイナリ 変換 する	int(s, 8).to_bytes(length=bytesize, byteorder='big')
13304	ファイル 開い 書き込み ストリーム 使う	open(filepath, mode='w')
13305	ファイル 読み込み モード オープン する	open(filepath, mode='r')
13306	ヒストグラム 描画 し その 色 シーグリーン 設定 する	plt.hist(データ列, color='seagreen')
13307	横 棒グラフ 描画 し 中央 寄せ する	plt.barh(ラベル列, データ列, align='center')
13308	既存 ファイル 文字 列 示す 文字 コード 追加 できる よう オープン する	open(filepath, mode='a', encoding=s)
13309	実行 環境 名	sys.platform
13310	文字 列 先頭 部分 文字 列 取り除く	s.removeprefix(sub)
13311	オブジェクト 集合 クラス どう	isinstance(obj, set)
13312	オプション 欠損 値 無視 する	dropna = True
13313	リスト リスト カラー コード 淡い グラフ 描画 する	plt.plot(xdata, ydata, linestyle='muted', color=rgb)
13314	行列 全 要素 指定 値 する	aArray[:, :] = 指定の値
13315	リスト 中央 値 分割 する	pd.qcut(aList, 2)
13316	オプション 最初 行 ヘッダ セット する	header = 0
13317	ヒストグラム 色 シルバー セット する	plt.hist(データ列, color='silver')
13318	折れ線 グラフ 描画 し その 色 ミディアムブルー 変更 する	plt.plot(データ列, データ列2, color='mediumblue')
13319	オプション パープル 使う	color = 'purple'
13320	データ フレーム 列 破壊 的 ドロップ する	df.drop(column, axis=1, inplace=True)
13321	データ 列 中 文字 列 文字 列 いくつ ある 数える	ds.isin([value, value2]).sum()
13322	最大 値 最小 値 範囲 一様 な 乱数 生成 する	random.uniform(最小値, 最大値)
13323	ない	not n
13324	空 集合 使う	set()
13325	オプション ライト イエロー 色 使用 する	color = 'lightyellow'
13326	データ 列 秒	ds.dt.second
13327	折れ線 描く	plt.plot(xdata, ydata)
13328	エクセルデータファイル 複数 シート 読み込む	pd.read_excel(filename, sheet_name=[n, n2])
13329	集合 濃度 求める	len(aSet)
13330	線 グラフ 描画 し その 色 ダーク シアン 設定 する	plt.plot(データ列, データ列2, color='darkcyan')
13331	文字 列 末尾 空白 区切る	s.rsplit()
13332	データ フレーム 欠損 値 落とす	df.dropna()
13333	イテラブル ベクトル 作る	np.array(iterable)
13334	ヒストグラム 描画 し 色 赤く する	plt.hist(データ列, color='r')
13335	データ フレーム 列 欠損 値 中央 値 埋める	df[col].fillna(df[col].median())
13336	つ 文字 列 スラッシュ 区切っ プリント する	print(value, value2, sep='/')
13337	列 要約 統計 量	ds.describe()
13338	折れ線 グラフ ポイント マーカー 線 幅 設定 する	plt.plot(データ列, データ列2, marker='.', markeredgewidth=n)
13339	安全 文字 列 接尾 辞 部分 文字 列 取り除く	s.removesuffix(sub)
13340	データ フレーム 中 文字 列 文字 列 いくつ ある 数える	df.isin([value, value2]).sum()
13341	数値 数値 求める	float(e)
13342	文字 列 最初	s[0]
13343	折れ線 グラフ 描画 し 色 ダークスラテグレー 設定 する	plt.plot(データ列, データ列2, color='darkslategray')
13344	折れ線 グラフ 四角 印 黄色 する	plt.plot(データ列, データ列2, marker='s', markerfacecolor='y')
13345	実数 正弦 逆数 求める	math.asin(x)
13346	データ フレーム リスト カラム 尖 度	df[aList].skew()
13347	データ フレーム リスト カラム 正規 分布 どの 程度 歪ん いる 見る	df[aList].kurt()
13348	ベクトル ユニーク な 要素 その 位置	u, indices = np.unique(aArray, return_index=True)
13349	日付 データ 金曜日 調べる	aDate.weekday() == 4
13350	双方向 キュー 部分 要素	collections.deque(itertools.islice(deq, start, end))
13351	折れ線 グラフ 点線 描画 する	plt.plot(データ列, データ列2, linestyle='dotted')
13352	イテラブル カウンタ 作る	collections.Counter(iterable)
13353	オプション 小麦色 色 指定 する	color = 'wheat'
13354	昇順 データ フレーム 二つ 列 用い 破壊 的 整列 する	df.sort_values(by=['A', 'B'], ascending=True, inplace=True)
13355	線 グラフ 色 青 紫 変更 する	plt.plot(データ列, データ列2, color='violet')
13356	散布 図 黒い 下 三角 マーカー 使う	plt.plot(xdata, ydata, marker='v', c='k')
13357	列 スタック 変換 する	collections.deque(iterable)
13358	ゼロ 埋め さ れ た ブール 型 配列 作成 する	np.zeros(要素数, dtype=np.int32)
13359	黒い ダイアモンドマーカー 散布 図 描画 する	plt.plot(xdata, ydata, marker='D', c='k')
13360	オプション バリー ウッド 色 使う	color = 'burlywood'
13361	タプル ワン ホット ベクトル 変換 する	pd.get_dummies(iterable)
13362	ヒストグラム 色 ライト グレー 指定 する	plt.hist(データ列, color='lightgrey')
13363	プロット サイズ 縦 横 変更 する	plt.figure(figsize=(width, height))
13364	配列 データ 列 破線 グラフ 描画 し 色 濃い 変更 する	plt.plot(xdata, ydata, linestyle='dash', color='deep')
13365	使う	import json
13366	オプション ミディアムバイオレットレッド グラフ 色 指定 する	color = 'mediumvioletred'
13367	横 棒グラフ 積み上げ する	"plt.barh(ラベル列, データ列, bottom=データ列2, color=""red"")"
13368	折れ線 グラフ 色 ミディアムターコイズ 指定 する	plt.plot(データ列, データ列2, color='mediumturquoise')
13369	スクリプト 名前 知る	sys.argv[0]
13370	列 四 分 位 数 分割 する	pd.qcut(ds, 4)
13371	辞書 キー 値	aDict[key]
13372	二つ 文字 列 スラッシュ 区切っ プリント する	print(value, value2, sep='/')
13373	濃い グラフ 線 幅 変更 する	plt.plot(xdata, ydata, linestyle='deep', linewidth=n)
13374	配列 リスト 散布 図 描画 し マーカー 下 三角 設定 する	plt.plot(xdata, ydata, marker='v')
13375	データ フレーム 文字 列 欠損 値 変換 する	df.replace(s, np.nan)
13376	データ フレーム 列 欠損 値 直前 値 設定 する	df[col].fillna(method='ffill')
13377	文字 列 中 部分 文字 列 含ま れ ない 調べる	sub not in s
13378	文字 列 書式 日付 時刻 変換 する	datetime.datetime.fromisoformat(日付の書かれた文字列)
13379	ふたつ 集合 互いに 素 どう	aSet.isdisjoint(aSet2)
13380	エポック 秒 文字 列 日付 データ 変換 する	pd.to_datetime(s, unit='s', utc=True)
13381	両端 キュー 要素 数	len(deq)
13382	オプション 色 ダーク グリーン 設定 する	color = 'darkgreen'
13383	イテラブル 各 値 両端 キュー 末尾 追加 する	deq.extend(iterable)
13384	データ フレーム リスト カラム 中 ある 日付 データ 日付 データ 合計 数える	df[aList].isin([value, value2]).sum()
13385	双方向 キュー 空か どう 確認 する	len(deq) == 0
13386	部分 文字 列 文字 列 開始 位置 終了 位置 間 存在 する 調べる	s.find(sub, start, end) != -1
13387	オブジェクト フィールド 存在 する	hasattr(obj, プロパティ名)
13388	データ フレーム 数値 データ 列 取り出す	df.select_dtypes('number')
13389	オプション 区切り 改行 する	sep = '\n'
